name,label,code
goodB2G2,0,static void goodB2G2() {     char * data;     data = NULL;     if(GLOBAL_CONST_TRUE)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(GLOBAL_CONST_TRUE)     {         /* FIX: Deallocate memory */         free(data);     } }
goodG2B1,0,static void goodG2B1() {     char * data;     data = NULL;     if(GLOBAL_CONST_FALSE)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(GLOBAL_CONST_TRUE)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodG2B2,0,static void goodG2B2() {     char * data;     data = NULL;     if(GLOBAL_CONST_TRUE)     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(GLOBAL_CONST_TRUE)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_09_good,0,void CWE401_Memory_Leak__char_calloc_09_good() {     goodB2G1();     goodB2G2();     goodG2B1();     goodG2B2(); }
CWE401_Memory_Leak__char_calloc_10_bad,1,void CWE401_Memory_Leak__char_calloc_10_bad() {     char * data;     data = NULL;     if(globalTrue)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalTrue)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodB2G1,0,static void goodB2G1() {     char * data;     data = NULL;     if(globalTrue)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalFalse)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Deallocate memory */         free(data);     } }
goodB2G2,0,static void goodB2G2() {     char * data;     data = NULL;     if(globalTrue)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalTrue)     {         /* FIX: Deallocate memory */         free(data);     } }
goodG2B1,0,static void goodG2B1() {     char * data;     data = NULL;     if(globalFalse)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalTrue)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodG2B2,0,static void goodG2B2() {     char * data;     data = NULL;     if(globalTrue)     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalTrue)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_10_good,0,void CWE401_Memory_Leak__char_calloc_10_good() {     goodB2G1();     goodB2G2();     goodG2B1();     goodG2B2(); }
CWE401_Memory_Leak__char_calloc_11_bad,1,void CWE401_Memory_Leak__char_calloc_11_bad() {     char * data;     data = NULL;     if(globalReturnsTrue())     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalReturnsTrue())     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodB2G1,0,static void goodB2G1() {     char * data;     data = NULL;     if(globalReturnsTrue())     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalReturnsFalse())     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Deallocate memory */         free(data);     } }
goodB2G2,0,static void goodB2G2() {     char * data;     data = NULL;     if(globalReturnsTrue())     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalReturnsTrue())     {         /* FIX: Deallocate memory */         free(data);     } }
goodG2B1,0,static void goodG2B1() {     char * data;     data = NULL;     if(globalReturnsFalse())     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalReturnsTrue())     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodG2B2,0,static void goodG2B2() {     char * data;     data = NULL;     if(globalReturnsTrue())     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalReturnsTrue())     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_11_good,0,void CWE401_Memory_Leak__char_calloc_11_good() {     goodB2G1();     goodB2G2();     goodG2B1();     goodG2B2(); }
CWE401_Memory_Leak__char_calloc_12_bad,1,void CWE401_Memory_Leak__char_calloc_12_bad() {     char * data;     data = NULL;     if(globalReturnsTrueOrFalse())     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     else     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalReturnsTrueOrFalse())     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     }     else     {         /* FIX: Deallocate memory */         free(data);     } }
goodB2G,0,static void goodB2G() {     char * data;     data = NULL;     if(globalReturnsTrueOrFalse())     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     else     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalReturnsTrueOrFalse())     {         /* FIX: Deallocate memory */         free(data);     }     else     {         /* FIX: Deallocate memory */         free(data);     } }
goodG2B,0,static void goodG2B() {     char * data;     data = NULL;     if(globalReturnsTrueOrFalse())     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     else     {         /* FIX: Use memory allocated on the stack with ALLOCA */         data = (char *)ALLOCA(100*sizeof(char));         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(globalReturnsTrueOrFalse())     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     }     else     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
CWE401_Memory_Leak__char_calloc_12_good,0,void CWE401_Memory_Leak__char_calloc_12_good() {     goodB2G();     goodG2B(); }
CWE401_Memory_Leak__char_calloc_13_bad,1,void CWE401_Memory_Leak__char_calloc_13_bad() {     char * data;     data = NULL;     if(GLOBAL_CONST_FIVE==5)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(GLOBAL_CONST_FIVE==5)     {         /* POTENTIAL FLAW: No deallocation */         ; /* empty statement needed for some flow variants */     } }
goodB2G1,0,static void goodB2G1() {     char * data;     data = NULL;     if(GLOBAL_CONST_FIVE==5)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(GLOBAL_CONST_FIVE!=5)     {         /* INCIDENTAL: CWE 561 Dead Code; the code below will never run */         printLine("Benign; fixed string");     }     else     {         /* FIX: Deallocate memory */         free(data);     } }
goodB2G2,0,static void goodB2G2() {     char * data;     data = NULL;     if(GLOBAL_CONST_FIVE==5)     {         /* POTENTIAL FLAW: Allocate memory on the heap */         data = (char *)calloc(100; sizeof(char));         if (data == NULL) {exit(-1);}         /* Initialize and make use of data */         strcpy(data; "A String");         printLine(data);     }     if(GLOBAL_CONST_FIVE==5)     {         /* FIX: Deallocate memory */         free(data);     } }
